,train_image_id_count,question_count,answer_count
91,237443,how many giraffes stand in the circle around a small green tree,five
92,155751,how many planes parked at an airport terminal,two
93,153589,how many zebras that are standing in the grass,three
94,101140,how many people is standing next to a truck talking,three
95,369139,how many stainless steel fire hydrants are in front of a store front,three
96,438091,how many birds is flying in a clear sky,three
97,330284,how many elephants is standing by a man made waterfall,three
98,271079,how many different elevators next to a large hanging clock,two
99,282987,how many giraffe are standing in the shade from the tree,three
100,221400,how many old cutting tools are there on display,four
101,257615,how many hot dogs have the side of fries and a soda,two
102,281595,how many yoked horses with red hats that cover their ears,two
103,349932,how many young people are sitting on the bed with lap tops,four
104,404585,how many cow standing near rocks lined next to the side of the road,one
105,402987,how many woman about to hug another on a car transport ferry,one
106,221881,how many young adults are standing together in the living room playing wii,four
107,524453,how many dogs is an elderly couple walking on the beach,two
108,459835,how many speed boats is jumping a wave in the ocean,three
109,486309,how many post bed decorated with christmas decorations,four
110,441738,how many white game controllers in mid air next to each other,three
111,388511,"how many pairs of scissors is hanging on a wall , each opened up a little more than the one next to it",four
112,246528,how many men is sitting in front of a window back to back,two
113,518265,how many people is playing a game with a frisbee in a grassy area,four
114,480065,how many jars full of grain with rotten banana 's hanging over them,seven
115,77902,how many city banners on the post that are advertisements for `` the art of norman rockwell . '',two
116,362130,"how many airplanes are standing on the airport , passengers and luggage in cars",three
117,422152,how many dogs is lying on a bed in a room,two
118,258690,how many captive elephants is performing in a circus ring,three
119,223650,how many hour limit do the parking meters have,three
120,5947,how many single engine planes in the air on a cloudy day,four
121,356159,how many people in wetsuits surfing on a wave,two
122,136168,"how many giraffes are standing in tall grass , in their habitat",five
123,444893,how many small birds is sitting on a ledge,two
124,276444,how many zebras standing among barren trees in a field,two
125,91289,how many female tennis players shake hands over the net,two
126,142320,how many stuffed animals stand side by side with each other,four
127,80091,how many men riding on horses and wooden wagons,three
128,90106,how many blue jet airplanes fly in formation through the cloudless sky,six
129,475754,how many people are in the food truck cooking with the doors open,two
130,173504,how many snow skiers are going up the hill,two
131,335101,how many person surfs over waves and two others raft,one
132,77650,how many ladies is outside talking in the rain,two
133,355571,how many people are helping the man who rides on a horse,two
134,363217,how many unmade beds with a nightstand between them,two
135,530242,how many people is riding a horse and a guide,three
136,310865,how many people enjoying drinks and eating food together,three
137,235646,how many giraffe is standing next to each other at a zoo,three
138,223474,how many plates of dessert pastries sit on a kitchen counter,four
139,417469,how many people is sitting on white plastic chairs with a big dragon head behind them,four
140,180657,how many sheep with horns is standing in a grass field,three
141,91707,"how many boy is sitting , playing with remote controllers to a game as the other boy stands watching",one
142,111842,how many lady tennis players walking on the court,two
143,284964,how many women is holding hands while each hold a tennis racket in their other hand,two
144,155505,how many big trackors is the semi truck hauling down the street,three
145,341241,how many people on horseback lined up in a row,ten
146,436400,how many glass vases with dandelions photographed in silhouette,two
147,238630,how many stars may this hotel room be with two double beds and luxurious draperies / furnishings,four
148,138571,how many horses grazing with a mountain view behind them,three
149,296933,how many skiers stand atop of the snow covered mountain,four
150,274885,how many sheep in the field with blue marked backs,four
151,120230,how many girls is engaging in a water sport in the ocean,six
152,314879,how many dogs standing in the grass in front of a tree,two
153,100579,how many friends are lying on the beds in a hotel room,three
154,176612,how many red flowers are set in the vase,four
155,148002,how many captive giraffes just standing around an old stable as their picture is taken,three
156,45464,how many smiling snow skiers are posing for pictures,three
157,132015,how many giraffes is standing in a wooden fenced enclosure facing away from each other,two
158,538737,how many white bears on the rocky shore of some water,two
159,349268,how many friends is posing on the ski slopes in all their gear,three
160,253424,how many toilets in a room with black walls,two
161,361592,how many surfers is wearing we suits are riding the same wave,three
162,124477,how many women in white clothes play a game of tennis,two
163,46065,how many chocolate desserts sit on the plate near oranges,four
164,225087,how many ladies are standing on the building walkway while one lady is holding a baby,four
165,530903,how many smiling people are sitting around the dining table,three
166,546232,how many teddy bears posed to look like they are holding hands,two
167,445325,how many snowboards attached to the fence in the snow,three
168,556620,how many people with surfboards walk along the beach,three
169,65504,how many pancakes with butter on a yellow colored oval plate,three
170,541529,how many snowboarders are there taking a picture together,three
171,462037,how many people playing nintendo wii on a television,two
172,515684,how many small planes sit in the clean hanger,three
173,515210,how many woman is taking the drink while another is leaning on a counter,one
174,20253,how many men look like they are giving a presentation,eight
175,568391,how many animals are scattered throughout the large field,seven
176,552927,how many suitcases are there stacked on two shelves,five
177,91926,how many women is sitting and eating a bowl of food,two
178,442461,how many women are smiling and holding wine glasses next to one man,two
179,525303,how many boys dressed up one talking while the other 's are listening,four
180,155998,how many surfers paddling on their surfboards near some big rocks,three
181,523505,how many nintendo wii game controllers is sitting on a table,two
182,382287,how many beds in a small bunk on a train,four
183,579138,how many men are holding the trophy and smiling,two
184,30879,how many people is skiing together down a snowy slope,five
185,423906,how many wooden boats lie stacked one on top of the other on a beach,two
186,414947,how many hand holding a white remote control in a dark room,one
187,97818,how many man is hauling the second man and a cart of goods with a bike,one
188,292876,how many men is watching three horses running down a path,two
189,69729,how many blow up dogs are on top of each other,three
190,309260,how many men is sitting at a table eating pizza off of white paper plates,two
191,71908,how many skateboarders is practicing their flips on a wooden ramp,two
192,447457,how many adults standing around the luggage area at a port,five
193,412490,how many cats is laying down next to each other on a chair,two
194,127632,how many surfers is preparing to ride the waves at the beach,three
195,529133,how many plates of donuts and pastries on a kitchen counter,four
196,449197,how many people cooking in a restaurant kitchen,four
197,362118,how many people standing around a table with a cake,two
198,478140,how many people standing in the street with umbrellas,three
199,562677,how many men stand outside of a parked 18 wheeler,three
200,433874,how many people riding horses on a beach near a body of water,two
201,385744,how many women is sitting down at a table eating food,two
202,131093,how many mountain goats is standing amongst the rocks on the mountain,three
203,427301,how many men is sitting next to each other in a room,two
204,574947,how many giraffes are standing by the building door,four
205,16758,how many horses is pulling a carriage next to a tractor on the road,two
206,252018,how many people are looking at the elephant,four
207,329756,how many men in army fatigues cutting a cake,five
208,88621,how many small owls huddled together in an enclosure,two
209,45923,"how many men converse at an old ford truck , parked in the city street",two
210,199484,how many zebras are walking in the forest,two
211,438478,how many donuts on a blue plate and a cup of coffee,three
212,271873,how many surfers stand on the wet beach with their surfboards,three
213,308139,how many young people stand on the train platform holding luggage,three
214,76245,how many player lurching over the other to catch a frisbee in open grassy area,one
215,92729,how many cats playing on a table with a vase and flowers in the middle,two
216,477836,how many people standing next to each other and smiling while wearing black suit jackets,four
217,392556,how many cows that are laying down in the grass,two
218,220239,how many people under a tent is posing for a picture,three
219,308783,how many hand is the woman holding her tennis racket in about to hit the tennis ball,one
220,131449,how many city transit buses is coming around a curb on the street,two
221,447457,how many travelers are waiting at the train station,five
222,574384,how many little giraffes standing between two slightly bigger ones,two
223,578128,how many men is sitting with a laptop on each of their laps,three
224,495797,how many flower does the simple white vase have in it,one
225,239591,how many horses are the man and child watching,three
226,155884,how many large brown bear standing next to one large black bear behind a chain link fence,one
227,400257,how many street signs does this stop sign have located above it,two
228,475319,how many snowboarders is doing tricks on the snowboard course,five
229,506750,how many men are talking in front of a produce stand,two
230,124786,how many people are posed with the golden fire hydrant,two
231,84801,how many men is standing next to each other while another man holds a leash on a dog sniffing at one of the men 's shoes,four
232,45828,how many sheep are in the fenced in grass area,four
233,510592,"how many slice of bacon , toast , and orange on a plate",one
234,292739,how many elephants headed toward the watering hole with trees and brush in the back ground,three
235,408233,how many elephant in a wire enclosure in a zoo,one
236,534687,how many hand is the man using to hold a skate board while performing a handstand,one
237,221881,how many asian young adults play the wii game together,four
238,474255,how many groups of men is playing a game of football,two
239,566368,how many sony remote controls neatly lined up on the table,ten
240,269380,how many polar bears lounge on the ground of an enclosure,two
241,212877,how many mug has the dog on it and the other has a cat,one
242,546296,how many sea gull in the marshy water and one flying,one
243,159338,how many horses is pulling a horse cart on a dirt road,two
244,359420,how many sheep grazing in a grassy field,four
245,306284,how many black cows have white spots on them,three
246,225508,how many people is looking at phones in a cell phone store,three
247,116286,how many children are playing video games while standing,four
248,52901,how many children are sitting on the bed holding a small bear,three
249,557856,how many cats who are playing outside of a house,two
250,238748,"how many sheep on the hill is eating grass , overlooking the ocean",five
251,477331,how many snow skiers are lined up for the picture,five
252,289682,how many people with ski poles are going uphill on skis,four
253,265023,how many people in snowsuits holding skis at night,five
254,9968,"how many guys is smiling for the camera , one holding a rose in his teeth",two
255,369418,how many man serves himself a slice of pizza as other sits around a table eating pizza,one
256,577488,how many black horses is standing with a cart attached to them,two
257,75299,how many men are loading up the moving van in the city,two
258,157393,how many men is riding a vespa down the street,two
259,99498,how many different types of cellular phones next to each other on a table,five
260,353302,how many sheep in a grassy field on a sunny day,ten
261,266418,how many people on a small boat in a body of water,two
262,177915,how many tennis players pose with their tennis rackets,two
263,32906,how many fliers participate as the group in a circular kite `` ballet '',nine
264,229935,how many person is tossing the frisbee to another person in front of some trees,one
265,317728,how many people is having pizza together at a restaurant,four
266,410305,how many chairs is sitting on the beach under an umbrella,four
267,329118,how many elephants travel through the forest one is a baby,three
268,149410,how many small dogs fitted with restraints and sitting,four
269,61399,how many seagulls standing on a sandy ocean beach,three
270,67199,how many people are on skis in the snow under a ski lift,two
271,420598,how many adult giraffe standing in a grassy field,three
272,166179,how many boats is navigating a river by a waterfall,four
273,380109,how many white ferries is passing each other on a body of water,two
274,282661,"how many woman that each have a bag are smiling as they stand next to a red hose , in front of several wooden casks that are stacked on wooden racks",three
275,336350,how many people smile while posing with four umbrellas,nine
276,403705,how many giraffes are standing in the field eating from a tree,two
277,575284,how many men on surf boards at the beach,two
278,279588,how many men sitting and resting in a strange spot and looking at their phones,two
279,492198,how many person is windsurfing while the other is kite-surfing in the ocean,one
280,386632,how many signs are combined to help traffic make it out of a neighborhood,two
281,85112,how many boat tows another boat through the water,one
282,314257,how many men with their arms around another man on a motorcycle,two
283,359778,how many young people are lined up with skateboards,four
284,439384,how many books stacked on the back of a bicycle,ten
285,436941,how many zebra sniffs the head of another zebra,one
286,231381,how many brown bears is walking across a grass covered field,two
287,385389,how many men is looking at a motorcycle during the day,two
288,360585,how many horses is pulling a cart with three people and baggage,two
289,111648,how many small puppies is sitting next to someone on a couch,three
290,402073,how many ladies on a river rowin on a boat,five
291,542442,how many businessmen who are crossing the city street together,three
292,135759,how many plates of various types of food,three
293,86573,how many large white plates filled with vegetables sit nest to a bottle of wine and pewter wine glasses,two
294,56226,how many black suitcases stacked on top of one another,six
295,3003,how many different trains one is green and silver and the other two are orange and silver,three
296,492572,how many horned bulls are on the grassy ridge,three
297,552755,how many bananas are hanging from the banana holder,three
298,195599,how many people is wearing scary outfits standing below two huge clocks,three
299,279147,how many rowboats sit empty on the shore of a body of water,three
300,297182,how many people in costumes are posing with funny faces,three
301,131784,how many air crafts are flying in formation in the sky,three
302,454155,how many cows in the mountains on an overcast day,two
303,36797,"how many giraffes in a an enclosure , one is being pet by a human",two
304,276584,how many people is coming down the slope on skis,three
305,544215,how many elephants moving in opposite directions near a watering hole,two
306,439692,how many giraffes are walking around their pen at a zoo,four
307,229398,how many person stands on the skateboard while another lifts his foot above it,one
308,504143,how many empty boats are there floating in the water,six
309,483199,how many seagulls are there flying in the sky,five
310,571503,how many vintage world war two plans sitting on the tarmac,three
311,282952,"how many people on surfboards in a wave , one standing up and one not",two
312,339211,how many people smile together while one points at a remote,four
313,459543,how many people on a motorcycle with one is hanging on the front and another hanging off the back,three
314,523183,how many giraffes are standing next to each other as they eat from a tree,two
315,545116,how many people are standing near the tennis court net talking,four
316,287666,how many girls is walking a horse and a dog,two
317,85728,"how many cat is on the window ledge , another is lying on the window frame",one
318,200311,how many sugar-coated donuts sit on the plate,three
319,107753,how many guys carry surfboards as they walk together down the beach,three
320,420606,how many seagulls that are sitting on the rusty pipe,four
321,158786,how many young people are standing on the sidewalk,three
322,517045,how many giraffes standing near a rock wall in the dirt,three
323,474315,how many horses is wearing different color attire run in a field,four
324,74411,how many firetrucks with their lights on are stopped on this road,two
325,148551,how many men are standing outside the store smoking,two
326,200678,how many people barbecuing in the rain is holding an umbrella,two
327,118644,how many motorcycles are there that are parked on a road way on a hill,two
328,90370,how many cows grazing near in a grass field,three
329,232302,how many remotes are there that are attached with velcro to a television,four
330,300887,how many jockeys are racing horses across a beach,three
331,228522,how many red double decker busses going through london,three
332,24847,how many giraffes is walking slowly among the trees and bushes,three
333,187784,how many man stands in the boat as the other man rows while watching a television program,one
334,435990,how many person standing on a boat near a harbor,one
335,166585,how many dogs that are riding in the canoe,two
336,315423,how many dogs are standing on the deck of a boat,three
337,506750,how many men is having a conversation at a fruit stand,two
338,198706,how many zebras stand on the other side of the railing,three
339,53989,how many adults gathered around the wooden table enjoying a meal,four
340,481723,how many zebras are playing on some green and brown grass,three
341,219264,how many horses fenced into the field is looking around,three
342,283666,how many jockeys on horses on a track outside,two
343,456245,how many people sit in the canoe crossing the water,four
344,222961,how many bikes is the in front of paintings,five
345,144298,how many star bus is going down the road,five
346,266442,how many giraffes are walking in the forest close together,two
347,205217,how many men are adjusting their ties the same way,two
348,387075,how many people are smiling and holding wine glasses,four
349,30054,how many small grayish birds is sitting on a wire,four
350,572353,how many horses photographed in black and white,two
351,221335,how many kids are on the elevated surface on their skateboards,two
352,528712,how many people are standing on the sidewalk waiting for the bus,four
353,167741,how many open pizza boxes on a kitchen counter,three
354,54295,"how many boy is kicking the soccer ball while another is guarding him , as a referee watches",one
355,424157,how many girls is sitting on a bench near an ocean,three
356,457522,how many colors of roses in a blue vase,three
357,68401,how many zebras grazing in a barren field,four
358,375729,how many men are surfing through the ocean water,two
359,474550,"how many images show dough being cooked , a restaurant sign , and pastries on display",three
360,284507,how many people are there with glasses talking,two
361,92230,how many persons enjoying a party and looking up at the camera,five
362,504560,how many varieties does this plate have of fruit o it,three
363,248604,how many sheep are there at the top of this hill,four
364,518025,how many tennis players look alike in this old picture,five
365,183224,how many giraffes is standing in a field looking at the camera,four
366,124580,how many people in business attire are having a discussion around a table,five
367,498706,"how many skiers in ski outfits converse on the snow , a wall of trees behind them",two
368,492171,how many person attempts to block another who is throwing a frisbee,one
369,2964,how many bottles of whine between a toaster and blender,four
370,267256,how many giraffes is walking through through the grass near a tree,two
371,183753,how many giraffes walking between trees in a zoo setting,two
372,556383,how many people is sitting on a sofa while on their laptops,three
373,541823,how many men is standing together in front of a betting table,seven
374,159754,how many antique clocks on display for all to enjoy,six
375,94589,how many baby is sitting in the blue highchair and on sitting in a pink highchair brushing their teeth,one
376,418596,how many giraffes sleep with their faces resting on the ground,two
377,1943,how many girls is jumping in the air two of them are holding ball bats,five
378,126825,how many giraffes stand together inside the fenced area,four
379,278793,how many zebras are gathered around the water under a tent,four
380,505658,how many horses on the on the field near a bush,two
381,289894,how many young man in makeup is standing near a companion,one
382,211529,how many zebras grazing on grass while another zebra is standing there,two
383,63421,how many wheel motor bike parked next to the motorcycle on a side walk,three
384,517430,how many men is working on an airplane outside,four
385,138772,how many cell phones is the woman wearing a hat is carrying,five
386,64309,how many grey elephants on of which has a white bird on its head,two
387,30387,how many men is wearing aprons are posing next to their food,two
388,121778,how many men with a dog are carrying a dog house ready to cross the street,three
389,98162,how many people are playing with the frisbee in a pool,three
390,401831,how many giraffes stand beside each other with their heads held high,two
391,371392,how many professional men in suits is sitting and talking,two
392,126389,how many computers does the long desk have on it,two
393,310331,how many tabby cats sit on the bed near a laptop showing a movie,three
394,551172,how many people snowboarding side by side down a hill,two
395,409628,how many men in purple rush to catch a frisbee,two
396,484528,how many girls on a softball field is holding softball gloves,three
397,545305,how many cows with long fur brave a winter snow,four
398,492040,"how many friends converse in the kitchen , one is cooking a meal",three
399,149410,how many pictures that have dogs in them wearing little vests,four
400,216332,how many people with a group of elephants on a hill,four
401,405057,how many person is catching the frisbee and another person running,one
402,52382,how many half of a road closed during road repair work,one
403,437970,how many people on horseback is running through water in front of a ship,two
404,183603,"how many giraffe is standing still , while grazing on a branch",one
405,522771,how many men are holding bananas and posing for a picture,three
406,301207,how many skateboarders is performing tricks in concrete bowls,three
407,237841,how many people in gear is jumping in the air above snow,four
408,528870,how many youths stand together holding tennis rackets on a court,five
409,256809,how many giraffes in a field surrounded by trees,two
410,321410,how many people is holding a surf board on a walk way,three
411,573704,how many baseball players is holding onto baseball bats standing in the dugout,three
412,8300,how many giraffes all interested in the activity at a zoo building,three
413,101530,how many woman playing a video game in front of a couch and chair,two
414,410425,how many propeller plane is approaching for landing,four
415,289682,"how many skiers is climbing up a snowy , high mountain",four
416,549237,how many children is trying to control a soccer ball,two
417,511866,how many girls are sitting on the bench outside,two
418,143522,how many large character kites flying in the sky,five
419,247979,how many coffee cups in front of a vase with flowers,three
420,38310,how many giraffes playing in a field with trees in the background,six
421,99785,how many young boys are laying on the bed with painted faces,two
422,358517,how many woman is on the phone and one woman has a giant teddy bear,one
423,265010,how many men standing in a kitchen cooking food,two
424,318929,how many friends pose for the picture while dining,three
425,367271,how many pair of blue handed scissors lying next to a pair of red handled scissors,one
426,581446,how many women is shaking hands at a tennis match,two
427,204436,how many tiered shelves holding hundred of apples,four
428,74364,how many people is enjoying the ocean on a bright day,four
429,288372,how many zebras walking around an enclosure on a sunny day,two
430,71376,how many surfers in wetsuits attempt to ride the same wave,five
431,77195,how many well-dressed men drinking beer and eating pizza,six
432,114202,how many giraffes nibbling on tree branches in a park like enclosure,two
433,154502,how many girls are running during the frisbee game,four
434,324603,how many children playing with rackets on a tennis court,three
435,28154,how many women are on the bed playing a wii video game,three
436,531831,how many book boxed set collection of a story,eight
437,489374,how many dishes are there cooking in an oven,five
438,234162,how many girls in lime green polo shirts is leaning against a small propellor aircraft,two
439,103865,how many giraffes is eating from a clump of grass,two
440,124970,how many stunt planes are flying in triangle formation,six
441,541721,how many grown men are playing wii together in the living room,two
442,545278,how many giraffes with their heads turned with clouds in the background,four
443,83568,how many asian elephants standing on a rocky beach,three
444,249365,how many vegetables does an illustration feature made of cloth,ten
445,116663,"how many dogs sit in the driver 's , passenger and back seats of a car",three
446,413749,how many girls is sitting on a blanket with an open umbrella,two
447,201246,how many jets is flying high leaving behind a smoke trail,seven
448,364850,how many small brown teddy bears sitting on the curb next to a building,two
449,418569,how many men is running across a beach next to the ocean,two
450,314497,how many slice chocolate cake on a black and red counter top,one
451,325620,how many deer are lying in the shady place,four
452,69167,how many standing next to the boy well he is riding the pony,one
453,99293,how many young men eating and drinking at a small table next to the kitchen,two
454,9878,how many men is cutting into a cake with malaysia written on it,four
455,289663,how many people with surfboards standing near the waves,three
456,66389,how many men who are about to give each other a hi-five,two
457,282316,how many bears that are swimming in some water,two
458,50939,how many guys in suits are walking down the street near others,two
459,90216,how many snow skiers are standing on the powdery snow,three
460,568810,how many people is wearing skis and snowboards on the top of a mountain,five
461,34223,how many men playing with remote controlled dog toys,four
462,291767,how many people is walking carrying surf boards on the shore of the ocean,two
463,248666,how many elephants head to head in an enclosure,two
464,127093,how many giraffes in a grassy area full of bushes,two
465,244016,how many elephants are using their trunks to touch a barrel,two
466,86524,how many kids skateboard at the park with the eiffel tower in the distance,three
467,56473,how many men in floppy hats look at their cells phones in a grassy area,two
468,297798,how many people is taking a picture together near vehicles,three
469,494382,how many ducks is standing a watery pond of water,three
470,208172,how many people standing around outside in a city,four
471,8311,how many large airplanes are there sitting on a wet tarmac after it has rained,two
472,441462,how many younger people is getting ready to eat a meal,five
473,395742,how many women in different teams is running for a soccer ball during a game,two
474,577176,how many pictures of a box is containing different food,four
475,296763,how many slice of bread with cream cheese and tomatoes and another slice of bread with some meat,one
476,43206,how many girls on the beach is playing with a white frisbee,two
477,490647,how many skier sits in the snow next to two standing skiers facing opposite directions,one
478,172925,how many female athletes pose for the picture for the vancouver 2010 olympics,three
479,385666,how many toy characters is sitting next to some pizza slices,four
480,122355,how many people smile next to each other holding tennis rackets,four
481,565600,how many men with tennis rackets standing on a court,two
482,255026,how many people on motorcycles ride on a street past a house,two
483,124055,how many lambs that are laying down in the dirt,two
484,23539,how many people is posing for a picture while standing on the ski slope,three
485,404108,how many young men riding boogie boards in the ocean,two
486,442069,how many ducks swimming through the body of water together,two
487,552569,how many seat are there at the dining room table,six
488,85110,how many young men is sitting on a bench with four skateboards,four
489,434264,how many black bears growl at each other on a snowy mountain,two
490,244577,how many people stand with skis posing for a photo in snow,five
491,535804,how many cows in a grass field with a blue sky and clouds in the background,two
492,181941,how many skiers is doing flips in the air on a snow covered slope,two
493,553758,how many smiling people is sitting on a bench indoors,four
494,434866,how many people is posing for picture in front of two elephants,three
495,403567,how many uniformed men ride horses across a grassy plain,four
496,575733,how many people converse inside the store 's living room display,four
497,55973,how many giraffes stand next to the fake egyptian display,three
498,353543,"how many giraffe is walking around an open , dry field",one
499,179060,how many guys standing near each other throwing frisbees,two
500,475769,how many motorcyclists is turning a corner on a country road,two
501,568060,how many giraffes are there right next to each other,two
502,423481,how many ball are many tennis rackets trying to hit,one
503,510564,how many plates of pizza sit on top of a wooden table,four
504,283586,how many people are riding on an elephant through the jungle,two
505,496870,how many uniformed men are there on horses,two
506,505658,"how many horse is lying down , and one horse standing in a grassy field",one
507,277200,how many surfer brings his board in and two others just sit on the beach,one
508,149230,how many people is walking down the boardwalk with umbrellas,three
509,239457,how many bikers riding alongside the oath of a train,three
510,563062,how many people is standing outside in the snow flying a kite,three
511,564580,how many giraffes stand near the wall and look on,three
512,112657,how many various remotes lined up on the coffee table,ten
513,168488,how many people are traveling along the path near a tall structure and horse-like sculpture in a foggy grassland,two
514,95879,how many wheeler reads the name `` the road boss '',eight
515,420028,how many people are on the mountain with snow skis,five
516,549328,how many clear hanging vases on thin metal poles,three
517,248360,how many sparrow is looking at himself in the mirror,one
518,130807,how many men in uniform holding baseball bats together,two
519,86344,how many people is flying a kite on a clear day,two
520,192768,how many trays of sushi are on a table,two
521,386414,how many cat in the bathroom sink and another on the counter,one
522,460862,how many laptops are we looking over at men having a meeting,two
523,538309,how many elephants is standing apart from each other in a field,two
524,413874,how many men play tennis in front of a crowd,two
525,246390,how many los angeles dodgers ball players is discussing a play at the ballgame,three
526,162178,how many cats are relaxing in soft comforters on couch,two
527,162768,how many signs is giving directions to different places in the same direction,five
528,244206,how many military planes that are flying in formation,six
529,32739,how many people are sitting in the room playing video games,three
530,335072,how many pieces of cheese pizza is sitting on a plate,three
531,515390,how many giraffes lean their heads over a guard rail,two
532,136928,how many bus is sitting next to each other waiting to depart,three
533,260445,how many ties hang from the bar inside a tent,five
534,532505,how many women is sitting on a couch playing a video game,two
535,426076,how many women are there and two men all dressed up,four
536,96765,how many men stand together with their frisbees in hand,four
537,29473,how many dishes are there to choose from for dinner,four
538,499540,how many white seagulls on the oceans shoreline one is flying,three
539,203388,how many donuts in a frying pan is being cooked,seven
540,244577,how many skiers pose with their skis next to them,five
541,37156,how many birds walk along the beach on a sunny day,five
542,329035,"how many people is sitting on their laptops , eating their food",three
543,299738,how many young professionals are sitting and watching the video,three
544,35580,how many skiers stand on the top of a slope,three
545,510293,how many boats are on the river with paddles on the side and trees in the back,two
546,518495,how many plate has strawberries on it and another has a homemade pizza on it,one
547,66767,how many sinks in front of an art themed wall,four
548,244206,how many planes fly in formation in the blue sky,six
549,537910,how many canoes are lined in front of the lake,seven
550,406772,how many people stand on the tennis court near the net with their gear,two
