,train_image_id_count,question_count,answer_count
407,11080,where is the dog playing with a dog toy,vest
408,45325,where do the display rack,store
409,507101,where are the couple of elephants standing,pin
410,572608,where is the woman kneeling,bathroom
411,311228,where is some baked food,dish
412,96463,where does worker stand next to train,vest
413,495334,where are the couple of people sitting,boat
414,398367,where is the man pushing a cart with luggage,airport
415,103547,where does the man adjust his neck tie,mirror
416,317153,where does the worker push a cart with merchandise,warehouse
417,371927,where are the bundle of wires tangled up,box
418,412599,where does the hole border a spotlessly clean porcelain toilet and bathtub,wall
419,454144,where are several people examining the furniture,room
420,169947,where is an elephant eating some food,pin
421,136764,where is the man sitting,bedroom
422,543803,where did thirteen children and one adult dress,equipment
423,537022,where did the fluffy cat curl up,sink
424,173019,where do the woman and a dog stand,kitchen
425,259242,where are some white flowers sitting,vase
426,157860,"where are bananas , oranges , and lemons laying",basket
427,53939,where does the man set up equipment under a tent,wheelchair
428,553407,where is the bus leaving a bus stop,street
429,18395,where did the red rise sitting,vase
430,547450,where is the woman driving,car
431,499024,where is the man leaning back eating a doughnut,chair
432,516043,where is the woman laying,bed
433,49522,where did two young girls hug each other,kitchen
434,185448,where do three zebras enjoy the shade of two giant umbrellas,zoo
435,72629,where are banana bagels toasting,oven
436,572174,where is the girl wearing a robe and eating a sandwich,bed
437,66514,where are two children sitting on their toilets,bathroom
438,84609,where is cat taking a nap during the daytime,chair
439,253955,where does the happy boy eat dessert,restaurant
440,127744,where is the cat pushing his head through the crack,door
441,386483,where did the glass wall shower,bathroom
442,534521,where is the white toilet sitting,bathroom
443,323705,where do gold clock stand,building
444,340598,where are the couple of puppies napping,bed
445,580234,where is the white and tabby calico mixed cat laying,bed
446,249226,where are people picking up their luggage,airport
447,159974,where is the wooden bunk bed placed,hallway
448,477785,where is the train pulling passengers cart . /,train
449,344482,where are the group of cows walking,street
450,335087,where is the doll taking a shower,bathroom
451,282738,"where does the man in a suit looks lean back ,",chair
452,147551,where are many tables and benches sitting,room
453,55882,where is the person holding a slow down sign,vest
454,353761,where is the light rail train sitting,station
455,22857,where is the man preparing food,kitchen
456,377329,where are the couple of cows sitting,pin
457,413676,where is the person wearing a dog,bag
458,332562,where is the little black bear all alone,backyard
459,275371,where is the adult white call sleeping,ball
460,540059,where is the man eating a hot dog,chair
461,319197,where does the person take a picture of themselves,mirror
462,12614,where do the man and woman pose,room
463,306677,where is the cat laying,sink
464,517349,where is the person laying,bed
465,128736,where is the white toilet sitting,bathroom
466,349875,where does the truck appear to be far away,mirror
467,226224,where is the set of luggage sitting,wheel
468,526793,where do two twin beds sit,bedroom
469,320731,"where are the shower stall , toilet and sink shown",bathroom
470,258265,where is the flower on a table,vase
471,104130,where is the bird touching a liquid,bowl
472,221416,where are the man and two dogs,backyard
473,147775,where is the woman sitting,suitcase
474,283144,where do the bunch of ripe bananas sit,bag
475,508281,where is the boy eating a pastry,store
476,458328,where was the young puppy put,car
477,80159,where is the bed sitting,bedroom
478,364228,where is the crowd of people walking,street
479,150996,where are the couple of giraffes standing,pin
480,566193,where is the shower curtain closed,bathroom
481,253435,where is the wet suit hanging,shower
482,431194,where are some giraffes laying down,pin
483,562558,where is the cat sitting,street
484,93748,where does the naked doll and two teddy bear sitting,chair
485,278393,where do some giraffes and ostriches sit,zoo
486,331505,"where are bananas , apples and oranges ,",bowl
487,325809,where are the man and woman talking,kitchen
488,533826,where is the fluffy cat sleeping,bowl
489,568572,where does the vietnamese hoagie with a plate behind it that have various fresh vegetables,basket
490,314092,where are people while some holding flags and a man is taking photos,street
491,64481,where is the woman walking down the street,backpack
492,476151,where is the male child brushing his teeth,bathroom
493,368248,where is the small boy standing against the ocean,vest
494,556089,where do workers patch holes while some watch,street
495,536938,where are two people feverishly playing a wii game,room
496,175883,where is the baby holding a stuffed toy sits,crib
497,332333,where are women preparing wraps,kitchen
498,327455,"where is person laying down ,",bed
499,67655,where is the business meeting happening,room
500,340321,where is the woman looking and brushing her teeth,mirror
501,223682,where is the skateboarder riding his skateboard,street
502,111311,where is the man wearing a suit and tie standing,room
503,196672,where do the woman and two babies swim,pool
504,63668,where are fruits vegetables and mushrooms assorted,container
505,193892,where are several shiny oranges piled,bowl
506,248360,where are two sparrows sitting on the mirror of a car ; one sparrow is looking,mirror
507,384907,where are the woman busy preparing a meal together,kitchen
508,132669,where is the man taking a picture,mirror
509,208357,where is the person taking a picture,mirror
510,253212,where is the bed sitting,bedroom
511,79453,where did the bunch of ties rack,shop
512,21462,where are some people tasting wine,room
513,338894,where is the man helping a small child use a game controller while others watch the monitor,store
514,501947,where did the delicious view of some healthy food set,plate
515,414603,where does the small purple flower resemble a firework exploding,vase
516,277907,where is the food being cooked,pan
517,222489,where is an old car parked,street
518,251418,where is the corner sink reflected in two mirrors,restroom
519,363486,where are two sandwiches sitting,oven
520,541541,where is the man stepping onto the wing of a small aircraft parked,hangar
521,204345,where is the small stuffed bear laying,bed
522,357865,where is the white toilet sitting,bathroom
523,26538,where are the couple of giraffes standing,pin
524,78640,where is the mixed bouquet of flowers,vase
525,203692,where is the plant displayed on a shelf,container
526,347111,where are elephants lined up,photograph
527,115475,where did the number or plants plant,garden
528,190863,where is the little girl standing while brushing her teeth,box
529,163239,where is the young woman skating while several people watch her,bowl
530,287988,where did large baked food item display,restaurant
531,120032,where is the red stop sign sitting,basket
532,452824,where does arrangement of autumn leave,vase
533,73591,where are two giraffes standing at each other,cellphone
534,71907,where is the modern toilet seen,bathroom
535,344065,where is the man looking,store
536,510701,where is the clock saying old town,street
537,137833,"where are broccoli , a garlic bulb , and other edibles arranged",container
538,336075,where is the person sitting the couch with a laptop,room
539,372976,where is the brown dog laying,bed
540,449859,where is the bathroom clean and ready to use,house
541,191262,where is the bird standing looking down,building
542,283431,where is the man playing video gammes,room
543,135392,where is the man looking,mirror
544,528541,where does an electric toothbrush sit,station
545,2150,where does the red flower sit,vase
546,183957,where is the cat taking a nap,chair
547,88376,where are the toilet and a blue trashcan,bathroom
548,145139,where are two kids sitting on a small striped chair,room
549,498081,where is an old car sitting,driveway
550,52992,where do the small teddy bear sitting,chair
551,333583,where did white bathroom with red rise,sink
552,347354,where is the man preparing food,kitchen
553,185577,where is meat and cheese sandwich served,basket
554,182201,where is the young woman sitting up,bed
555,78286,where are cars and buildings in a city,street
556,22411,where are some student or friends eating pizza,library
557,375140,where is large black dog sticking his face,bag
558,518156,where is the cat sitting,toilet
559,369593,where does the clock sit,wall
560,411362,where is the man holding a military medal,bar
561,274039,where did several boys and one man gather,street
562,338289,where is the pizza cooking,oven
563,214174,where is the man making a face,mirror
564,416575,where is the person laying reading a book,bed
565,248132,where is a stove and refrigerator,kitchen
566,90827,where does the big dog with a leash sit,car
567,312090,where are some young girls,train
568,482330,where does the family sit,room
569,196672,where are the woman and two babies,pool
570,486825,where are several giraffes eating,pen
571,120145,where is the guy wearing a black tee shirt is standing,room
572,162801,where is orange cat watching,room
573,129563,where is the man cutting broccoli to put,pan
574,148810,where is the little girl preparing food,kitchen
575,47734,where is one male doing,walkway
576,177148,where are the dozen mixed donuts sitting,box
577,124764,where do the bullet train sitting,station
578,284020,where does the toilet need to be cleaned,bathroom
579,514293,where does an indian man sit,shop
580,485595,where does the well dressed man wait,garden
581,534859,where are the pig pile of pizzas,room
582,29041,where do the man and woman mirror with cameras,bathroom
583,246382,"where did someone place bananas , strawberries and oranges to make a smoothie",blender
584,203216,where is the bunch of young men playing with the nintendo wii,room
585,190573,where is person leaning forward,chair
586,260733,where is the turkey being basted in an oven,pan
587,114703,where do boy skate boarding off cement bench,building
588,520866,where is man sitting,cart
589,479331,where does the large bear sit,chair
590,236673,where does the woman lead a horse from a stable,vest
591,175513,where is the person taking a photo,mirror
592,381470,where is the plumber fixing a sink,bathroom
593,403798,where is the black dog standing,room
594,404147,where are the pots and pans hanging up,kitchen
595,535766,where does the bear walk up some rocks,pen
596,408249,where does the transit train sit as people stand near,station
597,479134,where do the dog with it 's head inside a toilet bowl,bathroom
598,239536,where is the dog eating a hotdog bun from a woman,room
599,106072,where did the motorcycle park,driveway
600,405278,where is the cat looking at it '' s own reflection,mirror
601,460916,where is the man reading his laptop,bed
602,398419,where are two bikes and a desk sitting,kitchen
603,355740,where are giraffes and zebras,pen
604,14653,where are two small kids laying open,bed
605,84489,where do the man and a woman try out a video game,store
606,145189,where is man holding two hot dogs,box
607,510034,where are some pink roses,vase
608,416426,"where do chopped vegetables , including broccoli and red peppers , sizzle",pan
609,113721,where is the man taking a picture of himself,mirror
610,202186,where is the small dog standing,suitcase
611,308541,where does the person on a skateboard do a trick,bowl
612,381470,where is the person sticking their hand,sink
613,438841,where is a person and suitcases,truck
614,541293,where is the man laying,bed
615,423749,where is an old war plane parked,hangar
616,48252,where is the giraffe walking around,pen
617,10319,where is young boy knocking over his t-ball stand,backyard
618,481634,where is the horse pulling a cart,street
619,310562,where are three men making food,kitchen
620,41103,where is the cat laying down,sink
621,233143,where does the little girl sit,suitcase
622,310546,where are some vegetables,bowl
623,548053,where are the toilet and toilet tissue,bathroom
624,252925,where is the woman wearing only a shirt looks,fridge
625,383210,where are some brown black and white horses,pen
626,235177,where is a man next to him,boat
627,155869,where do country furnishings include wood floors and walls,bedroom
628,533619,where are two women putting pies,oven
629,67496,where are the helping of snap peas cooked,pan
630,183197,where is the girls puppy sitting,basket
631,30187,where is the stuffed toy,oven
632,448013,where did the fishing trawler dock in,marina
633,256921,where did the metallic wall mount oven,kitchen
634,82822,where does the man play a wii video game,kitchen
635,516470,where is the black and white cat,bag
636,182505,where are two guys working,restaurant
637,77292,where is the hamster looking,mirror
638,468214,where is an electric toothbrush washed,sink
639,37198,where does the woman reach for art supplies,room
640,57199,where are the man and a woman both standing together,doorway
641,406004,where are the man and woman,kitchen
642,290690,where are two men playing tennis,stadium
643,519053,where are the police riding the motorcycles,road
644,537774,where are some people standing around,kitchen
645,252699,where are the toilet and a pair of shoes,restroom
646,345238,where is the fluffy dog sleeping,bed
647,88414,where is the train standing,station
648,341894,where is an old wood stove,kitchen
649,36341,where is the child practicing his bating,cage
650,214174,where does the man in a suit look,mirror
651,298458,where are several kids playing a video game,store
652,563048,where does the display of teddy bear,store
653,348595,where is the man with a painted red and white face standing,street
654,204345,where do the sad little teddy bear laying,bed
655,333555,where are the nice living room and dining set,house
656,38134,where are the bunch of oranges sitting,bowl
657,361905,where is the person laying,bed
658,369338,where is the young toddler asleep,crib
659,490992,where is the statue roped off,room
660,456033,where did the single rise,vase
661,554731,where is dark grey cat laying down,bench
662,17712,where are people traveling,boat
663,322180,where is a desk and chair,bedroom
664,175606,where is the small girl laying holding a video game controller,bed
665,57859,where is the big bed covered,room
666,532504,where are empty benches and tables lined up,building
667,98965,where does the train sit,station
668,22440,where is the red passenger bus moving between parked cars,street
669,212063,where do the modern toilet bowl,stall
670,119036,where is the baseball player hitting a hall,stadium
