,train_image_id_count,question_count,answer_count
491,93219,what is the color of the pant,blue
492,319118,what is the color of the umbrellas,black
493,302662,what is the color of the buses,blue
494,527134,what is the color of the bus,yellow
495,451300,what is the color of the camper,orange
496,286013,what is the color of the sweater,blue
497,172171,what is the color of the street,red
498,335255,what is the color of the sky,blue
499,454039,what is the color of the contraption,yellow
500,460042,what is the color of the sign,yellow
501,214395,what is the color of the refrigerator,white
502,461024,what is the color of the tiles,white
503,731,what is the color of the umbrella,black
504,27002,what is the color of the helmet,yellow
505,108259,what is the color of the pole,green
506,142034,what is the color of the button,red
507,55882,what is the color of the vest,green
508,256270,what is the color of the shirt,black
509,76645,what is the color of the train,blue
510,308119,what is the color of the bag,red
511,22274,what is the color of the bus,blue
512,503318,what is the color of the bathroom,white
513,343425,what is the color of the half,orange
514,258854,what is the color of the chairs,blue
515,58429,what is the color of the hydrant,yellow
516,318850,what is the color of the fire,yellow
517,521250,what is the color of the vase,green
518,66005,what is the color of the sky,blue
519,41146,what is the color of the tags,yellow
520,513440,what is the color of the frisbee,yellow
521,87234,what is the color of the dish,white
522,128645,what is the color of the train,purple
523,220306,what is the color of the bears,black
524,86916,what is the color of the flowers,red
525,105280,what is the color of the bench,white
526,337663,what is the color of the jeans,blue
527,329350,what is the color of the basket,red
528,169311,what is the color of the train,blue
529,87705,what is the color of the bus,red
530,11229,what is the color of the shirt,brown
531,463342,what is the color of the train,blue
532,564990,what is the color of the keyboard,black
533,430521,what is the color of the tie,red
534,298983,what is the color of the fence,white
535,404502,what is the color of the horses,brown
536,115003,what is the color of the hydrant,red
537,132523,what is the color of the hydrant,red
538,15693,what is the color of the folder,green
539,288025,what is the color of the stop,red
540,547099,what is the color of the shirts,blue
541,551676,what is the color of the shirt,white
542,88029,what is the color of the sheep,white
543,217290,what is the color of the buses,white
544,243127,what is the color of the plate,white
545,403935,what is the color of the booth,brown
546,438619,what is the color of the bus,green
547,390539,what is the color of the gloves,white
548,353568,what is the color of the vase,green
549,324165,what is the color of the plate,white
550,277129,what is the color of the bananas,green
551,218447,what is the color of the plate,white
552,72905,what is the color of the field,green
553,32183,what is the color of the plate,white
554,481828,what is the color of the kettle,red
555,239254,what is the color of the field,green
556,491989,what is the color of the frisbee,yellow
557,497035,what is the color of the flowers,purple
558,461560,what is the color of the bear,black
559,430335,what is the color of the shirt,white
560,378111,what is the color of the sky,blue
561,59114,what is the color of the truck,white
562,367003,what is the color of the cat,white
563,559721,what is the color of the pot,orange
564,234599,what is the color of the cat,black
565,108836,what is the color of the couch,purple
566,20436,what is the color of the vegetable,red
567,551214,what is the color of the sky,blue
568,58708,what is the color of the pants,black
569,408048,what is the color of the broccoli,green
570,565459,what is the color of the kite,yellow
571,27030,what is the color of the carpet,white
572,253828,what is the color of the light,yellow
573,260696,what is the color of the rides,yellow
574,358457,what is the color of the cows,brown
575,187351,what is the color of the sheep,white
576,546568,what is the color of the cat,orange
577,53975,what is the color of the suitcases,brown
578,531289,what is the color of the cake,yellow
579,268141,what is the color of the cat,orange
580,272876,what is the color of the sweater,gray
581,333102,what is the color of the triangle,red
582,323812,what is the color of the cans,blue
583,557698,what is the color of the tie,red
584,466615,what is the color of the dress,purple
585,104792,what is the color of the umbrella,orange
586,191175,what is the color of the olives,black
587,357508,what is the color of the pole,yellow
588,167783,what is the color of the kayak,red
589,133013,what is the color of the airplane,blue
590,231874,what is the color of the cat,white
591,315609,what is the color of the cabinets,black
592,196804,what is the color of the sunset,purple
593,456556,what is the color of the benches,black
594,397010,what is the color of the pasture,green
595,338367,what is the color of the toilet,white
596,65961,what is the color of the grass,brown
597,328350,what is the color of the signal,green
598,463702,what is the color of the tulips,orange
599,127810,what is the color of the frisbee,yellow
600,447099,what is the color of the disperses,orange
601,275371,what is the color of the cat,white
602,458864,what is the color of the animal,brown
603,430205,what is the color of the snowboard,green
604,363028,what is the color of the cup,blue
605,233948,what is the color of the bear,brown
606,331074,what is the color of the hydrant,yellow
607,84448,what is the color of the towel,blue
608,353072,what is the color of the bears,white
609,487033,what is the color of the computer,white
610,480064,what is the color of the bus,blue
611,331868,what is the color of the curtain,red
612,109738,what is the color of the truck,red
613,132165,what is the color of the dogs,brown
614,457114,what is the color of the car,black
615,124606,what is the color of the cover,green
616,189805,what is the color of the semi,red
617,480812,what is the color of the goatee,gray
618,66345,what is the color of the shorts,white
619,173202,what is the color of the elephant,gray
620,551832,what is the color of the goat,gray
621,393412,what is the color of the minivan,orange
622,234452,what is the color of the flowers,white
623,419439,what is the color of the bus,yellow
624,483146,what is the color of the smoke,red
625,55130,what is the color of the napkins,red
626,77557,what is the color of the plate,white
627,311868,what is the color of the bathroom,brown
628,72565,what is the color of the woman,black
629,59910,what is the color of the couch,orange
630,314710,what is the color of the ball,red
631,258642,what is the color of the bus,red
632,46492,what is the color of the sheep,gray
633,579807,what is the color of the bag,gray
634,563340,what is the color of the bananas,yellow
635,150919,what is the color of the cat,black
636,119870,what is the color of the bowl,blue
637,240873,what is the color of the dog,brown
638,177840,what is the color of the dress,purple
639,225071,what is the color of the landing,black
640,555940,what is the color of the shirt,green
641,232279,what is the color of the shirt,gray
642,323230,what is the color of the sky,blue
643,202128,what is the color of the ball,red
644,345899,what is the color of the couch,white
645,520736,what is the color of the flowers,red
646,270198,what is the color of the monster,orange
647,505708,what is the color of the plate,white
648,516176,what is the color of the jacket,gray
649,344896,what is the color of the hat,purple
650,251292,what is the color of the couch,red
651,267653,what is the color of the cat,gray
652,58245,what is the color of the glass,blue
653,461819,what is the color of the fire,red
654,364206,what is the color of the bus,yellow
655,581601,what is the color of the bathroom,white
656,149422,what is the color of the wall,brown
657,567124,what is the color of the motorcycle,blue
658,152860,what is the color of the teddy,gray
659,573430,what is the color of the cat,black
660,11968,what is the color of the horse,brown
661,310978,what is the color of the flowers,yellow
662,176923,what is the color of the cake,orange
663,126728,what is the color of the bikes,yellow
664,419571,what is the color of the jacket,blue
665,120676,what is the color of the dress,orange
666,194536,what is the color of the table,gray
667,145945,what is the color of the bus,green
668,514676,what is the color of the van,white
669,544884,what is the color of the shirt,gray
670,208669,what is the color of the sink,white
671,319612,what is the color of the blossoms,white
672,426429,what is the color of the plate,white
673,22451,what is the color of the kitten,black
674,561636,what is the color of the yard,green
675,200548,what is the color of the fixtures,white
676,220601,what is the color of the tiles,brown
677,576214,what is the color of the plate,white
678,546232,what is the color of the teddy,brown
679,476103,what is the color of the light,blue
680,480344,what is the color of the cows,brown
681,260978,what is the color of the cat,orange
682,287364,what is the color of the umbrella,blue
683,211439,what is the color of the sign,blue
684,135303,what is the color of the hydrant,white
685,83368,what is the color of the furniture,yellow
686,513758,what is the color of the shirt,white
687,520091,what is the color of the chair,brown
688,357113,what is the color of the bears,brown
689,301888,what is the color of the counters,yellow
690,413699,what is the color of the plate,red
691,373024,what is the color of the cat,black
692,562205,what is the color of the cup,blue
693,169330,what is the color of the sign,green
694,229884,what is the color of the food,yellow
695,427800,what is the color of the horse,brown
696,70356,what is the color of the ground,white
697,26111,what is the color of the grass,green
698,373482,what is the color of the dog,brown
699,198516,what is the color of the field,green
700,80073,what is the color of the water,blue
701,477135,what is the color of the girl,white
702,228727,what is the color of the signs,green
703,430135,what is the color of the mouse,gray
704,197635,what is the color of the eyes,blue
705,376988,what is the color of the lighting,purple
706,459466,what is the color of the bench,red
707,249348,what holding several different color toothbrushes in front of blue tile,container
708,305546,what is the color of the cats,orange
709,532509,what is the color of the bathroom,blue
710,21151,what is the color of the gear,black
711,256190,what is the color of the chairs,black
712,397482,what is the color of the motorcycle,yellow
713,61460,what is the color of the backpack,black
714,270247,what is the color of the grass,green
715,461600,what is the color of the cat,brown
716,543618,what is the color of the hat,red
717,135800,what is the color of the field,green
718,63214,what is the color of the frisbee,purple
719,308641,what is the color of the cover,blue
720,173987,what is the color of the colors,black
721,192768,what is the color of the trays,black
722,462185,what is the color of the bananas,yellow
723,422272,what is the color of the room,yellow
724,263599,what is the color of the sky,gray
725,92868,what is the color of the path,gray
726,542338,what is the color of the trolly,red
727,294954,what is the color of the train,black
728,139904,what is the color of the chair,orange
729,180624,what is the color of the building,orange
730,432851,what is the color of the vase,white
731,205543,what is the color of the plate,green
732,173430,what is the color of the jackets,yellow
733,173876,what is the color of the bus,red
734,335092,what is the color of the animal,black
735,251503,what is the color of the juice,orange
736,81397,what is the color of the flower,yellow
737,419273,what is the color of the cat,gray
738,6422,what is the color of the control,gray
739,363031,what is the color of the collar,purple
740,273561,what is the color of the rug,red
741,252602,what is the color of the paper,red
742,500005,what is the color of the top,white
743,107836,what is the color of the banana,green
744,46674,what is the color of the umbrella,orange
745,372390,what is the color of the parking,gray
746,520655,what is the color of the cat,black
747,530282,what is the color of the truck,yellow
748,571768,what is the color of the jacket,yellow
749,23177,what is the color of the flowers,red
750,372789,what is the color of the flooring,gray
751,487256,what is the color of the tiles,brown
752,376972,what is the color of the jacket,yellow
753,477831,what is the color of the fire,yellow
754,103881,what is the color of the outfit,green
755,215135,what is the color of the kitchen,white
756,249958,what is the color of the plane,white
757,108896,what is the color of the truck,red
758,135322,what is the color of the counter,white
759,426869,what is the color of the couch,brown
760,218142,what is the color of the cat,black
761,75954,what is the color of the harness,purple
762,246396,what is the color of the bus,yellow
763,123066,what is the color of the banana,yellow
764,62622,what is the color of the kite,blue
765,296348,what is the color of the plate,white
766,90676,what is the color of the beach,brown
767,5757,what is the color of the buses,yellow
768,458649,what is the color of the blue,red
769,474315,how many horses is wearing different color attire run in a field,four
770,555625,what is the color of the boxes,blue
771,574456,what is the color of the umbrella,red
772,227517,what is the color of the fire,yellow
773,331103,what is the color of the bananas,green
774,419780,what is the color of the cows,brown
775,26732,what is the color of the dog,brown
776,472130,what is the color of the hydrant,yellow
777,494637,what is the color of the horses,white
778,491701,what is the color of the suitcase,blue
779,460737,what is the color of the shoes,green
780,327550,what is the color of the bowl,red
781,454996,what is the color of the kitten,orange
782,16578,what is the color of the light,yellow
783,330878,what is the color of the church,gray
784,425831,what is the color of the train,red
785,237418,what is the color of the flowers,purple
786,394100,what is the color of the bath,white
787,536977,what is the color of the lawn,green
788,444831,what is the color of the clouds,purple
789,534331,what is the color of the hydrant,yellow
790,29182,what is the color of the bear,black
791,11222,what is the color of the chair,green
792,131833,what is the color of the horse,black
793,257712,what is the color of the traffic,red
794,56664,what is the color of the light,red
795,365116,what is the color of the refrigerator,white
796,456863,what is the color of the field,green
797,564680,what is the color of the cat,black
798,254670,what is the color of the cat,gray
799,315314,what is the color of the cake,white
800,72606,what is the color of the truck,red
801,113252,what is the color of the motorcycle,red
802,152722,what is the color of the planes,yellow
803,1505,what is the color of the rooftop,green
804,92710,what is the color of the shirt,black
805,565886,what is the color of the room,yellow
806,172226,what is the color of the vase,red
807,111707,what is the color of the airplane,yellow
808,302932,what is the color of the shirt,brown
809,283350,what is the color of the vest,orange
810,527624,what is the color of the blanket,red
811,207686,what is the color of the walls,white
812,11508,what is the color of the shoe,gray
813,154068,what is the color of the airplane,gray
814,187420,what is the color of the dog,white
815,360693,what is the color of the bus,red
816,426400,what is the color of the shirt,orange
817,287094,what is the color of the apple,red
818,232433,what is the color of the suit,blue
819,10244,what is the color of the jacket,red
820,33009,what is the color of the chairs,gray
821,486045,what is the color of the bench,green
