,Image_IDs,Questions_Answers
85,CLEVR_val_003014,"[{'question': 'Is the large cyan sphere right of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large yellow cylinder right of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube right of the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large cyan sphere right of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the small green cube?', 'answer': 1}, {'question': 'Is the small green cube behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the small green cube behind the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere behind the small green cube?', 'answer': 0}, {'question': 'Is the small green cube in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the small green cube?', 'answer': 0}, {'question': 'Is the large cyan sphere in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan sphere in front of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube in front of the large cyan sphere?', 'answer': 0}, {'question': 'Is the small green cube left of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder left of the small green cube?', 'answer': 0}, {'question': 'Is the large yellow cylinder left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the large yellow cylinder?', 'answer': 0}, {'question': 'Is the small green cube left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the small green cube?', 'answer': 0}]"
86,CLEVR_val_003025,"[{'question': 'Is the large red sphere right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the large red sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder right of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube right of the small purple cylinder?', 'answer': 0}, {'question': 'Is the large red sphere right of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube right of the large red sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder behind the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere behind the small purple cylinder?', 'answer': 0}, {'question': 'Is the large gray cube behind the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere behind the large gray cube?', 'answer': 0}, {'question': 'Is the small purple cylinder behind the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube behind the small purple cylinder?', 'answer': 0}, {'question': 'Is the large red sphere in front of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder in front of the large red sphere?', 'answer': 0}, {'question': 'Is the large gray cube in front of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder in front of the large gray cube?', 'answer': 0}, {'question': 'Is the large red sphere in front of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube in front of the large red sphere?', 'answer': 0}, {'question': 'Is the large gray cube left of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder left of the large gray cube?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere left of the small purple cylinder?', 'answer': 0}, {'question': 'Is the large gray cube left of the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere left of the large gray cube?', 'answer': 0}]"
87,CLEVR_val_003036,"[{'question': 'Is the large gray cube right of the large brown sphere?', 'answer': 1}, {'question': 'Is the large brown sphere right of the large gray cube?', 'answer': 0}, {'question': 'Is the large red cylinder right of the large brown sphere?', 'answer': 1}, {'question': 'Is the large brown sphere right of the large red cylinder?', 'answer': 0}, {'question': 'Is the large gray cube right of the large red cylinder?', 'answer': 1}, {'question': 'Is the large red cylinder right of the large gray cube?', 'answer': 0}, {'question': 'Is the large gray cube behind the large brown sphere?', 'answer': 1}, {'question': 'Is the large brown sphere behind the large gray cube?', 'answer': 0}, {'question': 'Is the large red cylinder behind the large brown sphere?', 'answer': 1}, {'question': 'Is the large brown sphere behind the large red cylinder?', 'answer': 0}, {'question': 'Is the large gray cube behind the large red cylinder?', 'answer': 1}, {'question': 'Is the large red cylinder behind the large gray cube?', 'answer': 0}, {'question': 'Is the large brown sphere in front of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube in front of the large brown sphere?', 'answer': 0}, {'question': 'Is the large red cylinder in front of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube in front of the large red cylinder?', 'answer': 0}, {'question': 'Is the large brown sphere in front of the large red cylinder?', 'answer': 1}, {'question': 'Is the large red cylinder in front of the large brown sphere?', 'answer': 0}, {'question': 'Is the large brown sphere left of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube left of the large brown sphere?', 'answer': 0}, {'question': 'Is the large red cylinder left of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube left of the large red cylinder?', 'answer': 0}, {'question': 'Is the large brown sphere left of the large red cylinder?', 'answer': 1}, {'question': 'Is the large red cylinder left of the large brown sphere?', 'answer': 0}]"
88,CLEVR_val_003037,"[{'question': 'Is the small red cylinder right of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere right of the small red cylinder?', 'answer': 0}, {'question': 'Is the small gray cube right of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere right of the small gray cube?', 'answer': 0}, {'question': 'Is the small red cylinder right of the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube right of the small red cylinder?', 'answer': 0}, {'question': 'Is the small cyan sphere behind the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder behind the small cyan sphere?', 'answer': 0}, {'question': 'Is the small cyan sphere behind the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube behind the small cyan sphere?', 'answer': 0}, {'question': 'Is the small red cylinder behind the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube behind the small red cylinder?', 'answer': 0}, {'question': 'Is the small red cylinder in front of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere in front of the small red cylinder?', 'answer': 0}, {'question': 'Is the small gray cube in front of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere in front of the small gray cube?', 'answer': 0}, {'question': 'Is the small gray cube in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the small gray cube?', 'answer': 0}, {'question': 'Is the small cyan sphere left of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder left of the small cyan sphere?', 'answer': 0}, {'question': 'Is the small gray cube left of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder left of the small gray cube?', 'answer': 0}, {'question': 'Is the small cyan sphere left of the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube left of the small cyan sphere?', 'answer': 0}]"
89,CLEVR_val_003060,"[{'question': 'Is the small red cylinder right of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube right of the small red cylinder?', 'answer': 0}, {'question': 'Is the small red cylinder right of the large blue sphere?', 'answer': 1}, {'question': 'Is the large blue sphere right of the small red cylinder?', 'answer': 0}, {'question': 'Is the small green cube right of the large blue sphere?', 'answer': 1}, {'question': 'Is the large blue sphere right of the small green cube?', 'answer': 0}, {'question': 'Is the small green cube behind the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder behind the small green cube?', 'answer': 0}, {'question': 'Is the small red cylinder behind the large blue sphere?', 'answer': 1}, {'question': 'Is the large blue sphere behind the small red cylinder?', 'answer': 0}, {'question': 'Is the small green cube behind the large blue sphere?', 'answer': 1}, {'question': 'Is the large blue sphere behind the small green cube?', 'answer': 0}, {'question': 'Is the large blue sphere in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the large blue sphere?', 'answer': 0}, {'question': 'Is the small red cylinder in front of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube in front of the small red cylinder?', 'answer': 0}, {'question': 'Is the large blue sphere in front of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube in front of the large blue sphere?', 'answer': 0}, {'question': 'Is the small green cube left of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder left of the small green cube?', 'answer': 0}, {'question': 'Is the large blue sphere left of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder left of the large blue sphere?', 'answer': 0}, {'question': 'Is the large blue sphere left of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube left of the large blue sphere?', 'answer': 0}]"
90,CLEVR_val_003084,"[{'question': 'Is the small yellow cylinder right of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere right of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small brown sphere right of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube right of the small brown sphere?', 'answer': 0}, {'question': 'Is the small yellow cylinder right of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube right of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small brown sphere behind the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder behind the small brown sphere?', 'answer': 0}, {'question': 'Is the small brown sphere behind the large green cube?', 'answer': 1}, {'question': 'Is the large green cube behind the small brown sphere?', 'answer': 0}, {'question': 'Is the small yellow cylinder behind the large green cube?', 'answer': 1}, {'question': 'Is the large green cube behind the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small yellow cylinder in front of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere in front of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the large green cube in front of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere in front of the large green cube?', 'answer': 0}, {'question': 'Is the large green cube in front of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder in front of the large green cube?', 'answer': 0}, {'question': 'Is the large green cube left of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere left of the large green cube?', 'answer': 0}, {'question': 'Is the small brown sphere left of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder left of the small brown sphere?', 'answer': 0}, {'question': 'Is the large green cube left of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder left of the large green cube?', 'answer': 0}]"
91,CLEVR_val_003216,"[{'question': 'Is the small cyan sphere right of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder right of the small cyan sphere?', 'answer': 0}, {'question': 'Is the large purple cylinder right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the large purple cylinder?', 'answer': 0}, {'question': 'Is the small cyan sphere right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the small cyan sphere?', 'answer': 0}, {'question': 'Is the large purple cylinder behind the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere behind the large purple cylinder?', 'answer': 0}, {'question': 'Is the small red cube behind the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere behind the small red cube?', 'answer': 0}, {'question': 'Is the large purple cylinder behind the small red cube?', 'answer': 1}, {'question': 'Is the small red cube behind the large purple cylinder?', 'answer': 0}, {'question': 'Is the small cyan sphere in front of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder in front of the small cyan sphere?', 'answer': 0}, {'question': 'Is the small red cube in front of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder in front of the small red cube?', 'answer': 0}, {'question': 'Is the small cyan sphere in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the small cyan sphere?', 'answer': 0}, {'question': 'Is the small red cube left of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder left of the small red cube?', 'answer': 0}, {'question': 'Is the large purple cylinder left of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere left of the large purple cylinder?', 'answer': 0}, {'question': 'Is the small red cube left of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere left of the small red cube?', 'answer': 0}]"
92,CLEVR_val_003321,"[{'question': 'Is the small purple sphere right of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube right of the small purple sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder right of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube right of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small purple sphere right of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder right of the small purple sphere?', 'answer': 0}, {'question': 'Is the large red cube behind the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere behind the large red cube?', 'answer': 0}, {'question': 'Is the small blue cylinder behind the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere behind the small blue cylinder?', 'answer': 0}, {'question': 'Is the small blue cylinder behind the large red cube?', 'answer': 1}, {'question': 'Is the large red cube behind the small blue cylinder?', 'answer': 0}, {'question': 'Is the small purple sphere in front of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube in front of the small purple sphere?', 'answer': 0}, {'question': 'Is the small purple sphere in front of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder in front of the small purple sphere?', 'answer': 0}, {'question': 'Is the large red cube in front of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder in front of the large red cube?', 'answer': 0}, {'question': 'Is the large red cube left of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere left of the large red cube?', 'answer': 0}, {'question': 'Is the small blue cylinder left of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere left of the small blue cylinder?', 'answer': 0}, {'question': 'Is the large red cube left of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder left of the large red cube?', 'answer': 0}]"
93,CLEVR_val_003333,"[{'question': 'Is the large gray sphere right of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large cyan cube right of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder right of the large cyan cube?', 'answer': 0}, {'question': 'Is the large gray sphere right of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large cyan cube behind the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder behind the large cyan cube?', 'answer': 0}, {'question': 'Is the small red cylinder behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the small red cylinder?', 'answer': 0}, {'question': 'Is the large cyan cube behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the large cyan cube?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the small red cylinder in front of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube in front of the small red cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the small red cylinder left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small red cylinder?', 'answer': 0}, {'question': 'Is the large cyan cube left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the large cyan cube?', 'answer': 0}, {'question': 'Is the small red cylinder left of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube left of the small red cylinder?', 'answer': 0}]"
94,CLEVR_val_003375,"[{'question': 'Is the large cyan sphere right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan cylinder right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large cyan sphere right of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the small red cube behind the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere behind the small red cube?', 'answer': 0}, {'question': 'Is the small red cube behind the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder behind the small red cube?', 'answer': 0}, {'question': 'Is the large cyan sphere behind the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder behind the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan sphere in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan cylinder in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large cyan cylinder in front of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere in front of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the small red cube left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the small red cube?', 'answer': 0}, {'question': 'Is the large cyan cylinder left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the small red cube left of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder left of the small red cube?', 'answer': 0}]"
95,CLEVR_val_003384,"[{'question': 'Is the large yellow cube right of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere right of the large yellow cube?', 'answer': 0}, {'question': 'Is the large yellow cube right of the large blue cylinder?', 'answer': 1}, {'question': 'Is the large blue cylinder right of the large yellow cube?', 'answer': 0}, {'question': 'Is the small gray sphere right of the large blue cylinder?', 'answer': 1}, {'question': 'Is the large blue cylinder right of the small gray sphere?', 'answer': 0}, {'question': 'Is the small gray sphere behind the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube behind the small gray sphere?', 'answer': 0}, {'question': 'Is the large blue cylinder behind the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube behind the large blue cylinder?', 'answer': 0}, {'question': 'Is the small gray sphere behind the large blue cylinder?', 'answer': 1}, {'question': 'Is the large blue cylinder behind the small gray sphere?', 'answer': 0}, {'question': 'Is the large yellow cube in front of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere in front of the large yellow cube?', 'answer': 0}, {'question': 'Is the large blue cylinder in front of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere in front of the large blue cylinder?', 'answer': 0}, {'question': 'Is the large yellow cube in front of the large blue cylinder?', 'answer': 1}, {'question': 'Is the large blue cylinder in front of the large yellow cube?', 'answer': 0}, {'question': 'Is the small gray sphere left of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube left of the small gray sphere?', 'answer': 0}, {'question': 'Is the large blue cylinder left of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube left of the large blue cylinder?', 'answer': 0}, {'question': 'Is the large blue cylinder left of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere left of the large blue cylinder?', 'answer': 0}]"
96,CLEVR_val_003409,"[{'question': 'Is the small green sphere right of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube right of the small green sphere?', 'answer': 0}, {'question': 'Is the small green sphere right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the small green sphere?', 'answer': 0}, {'question': 'Is the small yellow cube right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the small yellow cube?', 'answer': 0}, {'question': 'Is the small green sphere behind the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube behind the small green sphere?', 'answer': 0}, {'question': 'Is the small green sphere behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the small green sphere?', 'answer': 0}, {'question': 'Is the small yellow cube behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the small yellow cube?', 'answer': 0}, {'question': 'Is the small yellow cube in front of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere in front of the small yellow cube?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small yellow cube left of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere left of the small yellow cube?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere left of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube left of the small purple cylinder?', 'answer': 0}]"
97,CLEVR_val_003427,"[{'question': 'Is the small brown cube right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the small brown cube?', 'answer': 0}, {'question': 'Is the small purple sphere right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the small purple sphere?', 'answer': 0}, {'question': 'Is the small brown cube right of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere right of the small brown cube?', 'answer': 0}, {'question': 'Is the small purple sphere behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the small purple sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder behind the small brown cube?', 'answer': 1}, {'question': 'Is the small brown cube behind the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple sphere behind the small brown cube?', 'answer': 1}, {'question': 'Is the small brown cube behind the small purple sphere?', 'answer': 0}, {'question': 'Is the small brown cube in front of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder in front of the small brown cube?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small brown cube in front of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere in front of the small brown cube?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the small brown cube?', 'answer': 1}, {'question': 'Is the small brown cube left of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple sphere left of the small brown cube?', 'answer': 1}, {'question': 'Is the small brown cube left of the small purple sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere left of the small purple cylinder?', 'answer': 0}]"
98,CLEVR_val_003440,"[{'question': 'Is the large yellow cylinder right of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube right of the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large cyan sphere right of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan sphere right of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large purple cube behind the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere behind the large purple cube?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large cyan sphere in front of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube in front of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large purple cube in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the large purple cube?', 'answer': 0}, {'question': 'Is the large cyan sphere in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large purple cube left of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder left of the large purple cube?', 'answer': 0}, {'question': 'Is the large purple cube left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the large purple cube?', 'answer': 0}, {'question': 'Is the large yellow cylinder left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the large yellow cylinder?', 'answer': 0}]"
99,CLEVR_val_003613,"[{'question': 'Is the large brown cylinder right of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube right of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large brown cylinder right of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere right of the large brown cylinder?', 'answer': 0}, {'question': 'Is the small green cube right of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere right of the small green cube?', 'answer': 0}, {'question': 'Is the small green cube behind the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder behind the small green cube?', 'answer': 0}, {'question': 'Is the small cyan sphere behind the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder behind the small cyan sphere?', 'answer': 0}, {'question': 'Is the small green cube behind the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere behind the small green cube?', 'answer': 0}, {'question': 'Is the large brown cylinder in front of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube in front of the large brown cylinder?', 'answer': 0}, {'question': 'Is the small cyan sphere in front of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube in front of the small cyan sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder in front of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere in front of the large brown cylinder?', 'answer': 0}, {'question': 'Is the small green cube left of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder left of the small green cube?', 'answer': 0}, {'question': 'Is the small cyan sphere left of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder left of the small cyan sphere?', 'answer': 0}, {'question': 'Is the small cyan sphere left of the small green cube?', 'answer': 1}, {'question': 'Is the small green cube left of the small cyan sphere?', 'answer': 0}]"
100,CLEVR_val_003626,"[{'question': 'Is the small cyan cylinder right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the small cyan cylinder?', 'answer': 0}, {'question': 'Is the small cyan sphere right of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube right of the small cyan sphere?', 'answer': 0}, {'question': 'Is the small cyan sphere right of the small cyan cylinder?', 'answer': 1}, {'question': 'Is the small cyan cylinder right of the small cyan sphere?', 'answer': 0}, {'question': 'Is the small red cube behind the small cyan cylinder?', 'answer': 1}, {'question': 'Is the small cyan cylinder behind the small red cube?', 'answer': 0}, {'question': 'Is the small cyan sphere behind the small cyan cylinder?', 'answer': 1}, {'question': 'Is the small cyan cylinder behind the small cyan sphere?', 'answer': 0}, {'question': 'Is the small red cube behind the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere behind the small red cube?', 'answer': 0}, {'question': 'Is the small cyan cylinder in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the small cyan cylinder?', 'answer': 0}, {'question': 'Is the small cyan sphere in front of the small red cube?', 'answer': 1}, {'question': 'Is the small red cube in front of the small cyan sphere?', 'answer': 0}, {'question': 'Is the small cyan cylinder in front of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere in front of the small cyan cylinder?', 'answer': 0}, {'question': 'Is the small red cube left of the small cyan cylinder?', 'answer': 1}, {'question': 'Is the small cyan cylinder left of the small red cube?', 'answer': 0}, {'question': 'Is the small red cube left of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere left of the small red cube?', 'answer': 0}, {'question': 'Is the small cyan cylinder left of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere left of the small cyan cylinder?', 'answer': 0}]"
